company_id,company_name,role,tagline,category,topic,pattern,difficulty,question_count,fit_strong,fit_borderline
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,General,type of inheritance,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,General,How do u inherit properties,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,General,What is multiple inheritance,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Situational,Behavioral,What is init.py in project structure,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,APIs,How will you create and call api in django,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,SQL,And like based sql queries,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,Python,How we use os and operations in python,medium,8,7,5.5
cashapona-technology,Cashapona Technology,Campus / Placement,26 real questions from past Cashapona Technology interviews,Technical,General,And some file handling questions,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What is backend,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What is middleware,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,How we handling the error,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,How backend interaction with frontend,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,APIs,What is contextapi what is reason for this,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,About expo,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Situational,Behavioral,About project,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What is redis,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,How we handing the edge cases,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What is reasona behind the db issue,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What is indexing with example,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Situational,Behavioral,Project planning who u can start ....,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,What mcv example in detail,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,Intro,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Situational,Behavioral,Deep project explanation of each project,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,General,why used only MONGODB,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,SQL,commands sql,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,Python,questions on python like methods,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Situational,Node.js,Real world questions on node js project,medium,8,7,5.5
civic-center,Civic center,Campus / Placement,20 real questions from past Civic center interviews,Technical,Node.js,Define schema and model in nodejs,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,Self introduction,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,self intro,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Situational,Behavioral,project explanation,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,user schemes and viewer scheme how do you connect,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,"var,let,const difference",medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,jwt,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Situational,Git,7 project deploy GitHub code,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,do you have any questions,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Situational,Behavioral,About project,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,How to decode jwt token,medium,8,7,5.5
claw-legaltech,Claw LegalTech,Campus / Placement,11 real questions from past Claw LegalTech interviews,Technical,General,Where did you implemented jwt,medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,Java,"C, Java coding mcqs",medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Aptitude,Logic,"Regarding bar graph - percentage, highest",medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,General,Remove consecutive duplicate values in string - coding,medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,Java,"10 questions - java ,",medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,General,10 questions - aptitude,medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,General,5 questions - graphs& matching,medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,General,"self intro, projects, what AI tools do you use and why , what do you know about company, salary expectations",medium,8,7,5.5
cloud-angle,Cloud Angle,Campus / Placement,8 real questions from past Cloud Angle interviews,Technical,General,"salary and working days discussion,family questions,bond discussion",medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,Intro,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,HR,Introduction,Projects explaination which you mentioned in resume,easy,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,Code snippet on state management,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Situational,Behavioral,explaination of project features with screen sharing,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,self intro,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,about the internship,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,the projects you worked on there,medium,8,7,5.5
cricktracker,cricktracker,Campus / Placement,8 real questions from past cricktracker interviews,Technical,General,"one code snippet ,any error or no",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Sir nearly 10 questions are there I did not remember exactly,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,Seo purpose in project build,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,React,Why you have choos reactjs,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Given Code snippet find error,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,Why u choose this project,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,React,Code snippet in react and asked to find mistake,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,why you have choosed MongoBD rather than others,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Custom hook,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Create a component using Name,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Create a component on Toggle like on and off,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Intro,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,Project explantion,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Why do you use only MongoDB,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,React,Types of components in react js,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,What are controlled and uncontrolled components,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,const App = () => {,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"const [val, setVal] = ''",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,return (,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,<input value={val} onChange={(e) => setVal(e.target.value)}/>,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,),medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,export default App,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,"Mistake : useState("""")",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,Self Intro,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,About the Projects,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"One Code Snippet , correct the error and find the answers",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,React,"import React, { useState } from 'react';",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,function Counter() {,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"const [count, setCount] = useState(0);",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,setCount(count + 1);,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"<div style={{ textAlign: 'center', marginTop: '50px' }}>",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,<h1>Counter: {count}</h1>,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,);,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,export default Counter;,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"const [seconds, setSeconds] = useState(0);",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,setInterval(() => {,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,setSeconds(seconds + 1);,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,"}, 1000);",medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,return <div>{seconds}</div>;,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Technical,General,},medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,the code I get and asked to find mistake,medium,8,7,5.5
crictracker,crictracker,Campus / Placement,41 real questions from past crictracker interviews,Situational,Behavioral,Project Explaination,medium,8,7,5.5
d1r-rohit,D1R ROHIT,Campus / Placement,3 real questions from past D1R ROHIT interviews,Situational,Behavioral,How do you handled tokens in your project,medium,8,7,5.5
d1r-rohit,D1R ROHIT,Campus / Placement,3 real questions from past D1R ROHIT interviews,Technical,General,Why do you used Gemini LLM,medium,8,7,5.5
d1r-rohit,D1R ROHIT,Campus / Placement,3 real questions from past D1R ROHIT interviews,Technical,General,How do you handled LLM hallucinations,medium,8,7,5.5
d1r-sandhya,D1R SANDHYA,Campus / Placement,1 real questions from past D1R SANDHYA interviews,Technical,General,About academic projects,medium,8,7,5.5
d3r-swathi,D3R SWATHI,Campus / Placement,4 real questions from past D3R SWATHI interviews,Technical,General,"Explain where we use linkedlist in day to day life, give me an example",medium,8,7,5.5
d3r-swathi,D3R SWATHI,Campus / Placement,4 real questions from past D3R SWATHI interviews,Situational,Python,Explain the methods you used in python in your project,medium,8,7,5.5
d3r-swathi,D3R SWATHI,Campus / Placement,4 real questions from past D3R SWATHI interviews,Technical,OOP,Oops,medium,8,7,5.5
d3r-swathi,D3R SWATHI,Campus / Placement,4 real questions from past D3R SWATHI interviews,Technical,General,Where do u see yourself in the next 5 years?,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,Java,what is difference between python and javascript,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,React,why u choose react,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,React,what are the hooks in react and explain all the react hooks,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is conditional rendering and example,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is virtual dom,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is client side rendering and server side rendering,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is jsx,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is state,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is difference between state and props,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is redux,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,APIs,what is context api,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,"what is difference between var,let,const",medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is difference between == and ===,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is difference between settimeout and setinterval,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Situational,Behavioral,what are array methods used in your project,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is promise,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is promise.all(),medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is hoisting,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is dom,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is difference between null and undefined,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is callback function,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is higher order function,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,"what is local storage, session storage, cookies",medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,HTML/CSS,button types in html,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,relative and absolute path,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,psuedo classes,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,what is closures,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,HTML/CSS,what is semantic elements in html,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,Coding questions:,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,find the unique characters in a string,medium,8,7,5.5
data-speaks,data speaks,Campus / Placement,31 real questions from past data speaks interviews,Technical,General,"find the first,second,third largest numbers in an arra",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Self Introduction,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,HTML/CSS,Semantic vs Non-semantic Elements in HTML,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,HTML/CSS,Different Ways to Apply CSS Styles,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,Java,Difference Between setTimeout and setInterval in JavaScript,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,Java,Array Iteration Methods in JavaScript,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"Promises and Their Methods (then, catch, finally)",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"Difference Between var, let, and const",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,React,What is React and Its Uses,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,React,State vs Props in React,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,React,React Hooks (Explain All Common Hooks),medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Print the Occurrence of Each Character in a String,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Write a Function to Return the Second Largest Number in an Array,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,HTML/CSS,Types of HTML Form Buttons,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,self intro,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Situational,React,Project explanation both react and current company project,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Situational,Behavioral,project explaination,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,React,why u choose react,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,React,what are the hooks in react and explain all the react hooks,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is conditional rendering and example,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is virtual dom,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is client side rendering and server side rendering,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"Explain about rest,spread operators",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is jsx,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is difference between state and props,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is redux,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,APIs,what is context api,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"what is difference between var,let,const",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is difference between == and ===,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is difference between settimeout and setinterval,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Situational,Behavioral,what are array methods used in your project,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is promise,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is promise.all(),medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is hoisting,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,How to avoid prop drilling,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is difference between null and undefined,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is callback function,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is higher order function,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"what is local storage, session storage, cookies",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,relative and absolute path,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,what is closures,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,HTML/CSS,what is semantic elements in html,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,about redux toolkit,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Coding questions:,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,"merge([1,3,5], [2,4,6]) => [1,2,3,4,5,6]",medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,.Self Intro,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,final round,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Explain about your projects,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,Asked me to explain the code,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,About your education,medium,8,7,5.5
dataspeaks,dataspeaks,Campus / Placement,50 real questions from past dataspeaks interviews,Technical,General,About Family,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,What is class and object,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,What is static keyword,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,What is thread and create thread,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,write any code of exception,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,Explain main method structure,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,APIs,what is collection API,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what is set and list,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,different between set and list,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,program to find least recent repeated character,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what are streams,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,Spring,what is springboot,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what is autowiring,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what is primary key,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what is foreign key,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,General,what are joins,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,SQL,Write sql querie to merge two tables,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Situational,Spring,Second is to develop a SpringBoot project,medium,8,7,5.5
devrabbit,Devrabbit,Campus / Placement,18 real questions from past Devrabbit interviews,Technical,APIs,For me they have given to develop employee management using rest api's,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,building a payments flow for India,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,Deployment and environment management,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,APIs,REST APIs but not GraphQL,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,SQL,relational schemas and write SQL queries.,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,Redis or handling N+1 and slow queries,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,token authentication for secure web and mobile applications.,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,pagination using limit and offset,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,HTTP operations and their importance,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,APIs,use of REST framework for developing APIs,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,General,Backend and mobile app experience,medium,8,7,5.5
dna-consulting,dnA Consulting,Campus / Placement,12 real questions from past dnA Consulting interviews,Technical,SQL,Relational schema design and SQL queries,medium,8,7,5.5
